battery_serial,timestamp,signal_name,signal_value
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,2925.537
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3063.54
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3201.54
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3338.543
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3483.517
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3597.62
5,1.50448E+12,PW_AvailableChargePower,3300
5,1.50448E+12,PW_FullPackEnergyAvailable,6369
5,1.50448E+12,PW_EnergyRemaining,3729.56
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,3888.47
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4043.483
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4190.51
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4337.51
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4492.483
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4655.457
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4816.463
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,4972.48
5,1.50449E+12,PW_AvailableChargePower,3300
5,1.50449E+12,PW_FullPackEnergyAvailable,6369
5,1.50449E+12,PW_EnergyRemaining,5130.473
5,1.50449E+12,PW_AvailableChargePower,3300
