battery_serial,timestamp,signal_name,signal_value
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,312
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,315.987
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,321.98
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,331.967
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,339.973
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,348.97
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,358.967
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,370.96
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,383.957
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50476E+12,PW_FullPackEnergyAvailable,6393
4,1.50476E+12,PW_EnergyRemaining,398.95
4,1.50476E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,421.923
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,449.907
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,475.913
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,481.98
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,514.89
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,515.997
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,457.197
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,458.993
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,441.06
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,423.06
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,405.06
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,391.047
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,377.047
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,351.087
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,332.063
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,330.007
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,333.987
4,1.50477E+12,PW_AvailableChargePower,3300
4,1.50477E+12,PW_FullPackEnergyAvailable,6393
4,1.50477E+12,PW_EnergyRemaining,347.953
4,1.50477E+12,PW_AvailableChargePower,3300
