battery_serial,timestamp,signal_name,signal_value
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2721
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2679
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2640
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2585
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2554
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2523
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2488
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2430
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2397
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2362
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2319
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2255
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2224
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2198
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2172
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2123
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2091
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2065
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,2039
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,1992
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,1950
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,1916
1,1.50388E+12,PW_AvailableChargePower,3300
1,1.50388E+12,PW_FullPackEnergyAvailable,6448
1,1.50388E+12,PW_EnergyRemaining,1890
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1844
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1801
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1765
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1728
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1676
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1629
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1596
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1556
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1508
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1454
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1426
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1397
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1367
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
1,1.50389E+12,PW_EnergyRemaining,1317
1,1.50389E+12,PW_AvailableChargePower,3300
1,1.50389E+12,PW_FullPackEnergyAvailable,6448
